Customer_ID,Customer_Name,Email,Region,Join_Date
104,Asha U.,user104@example.com,South,2024-06-06
105,Neha F.,user105@example.com,North,2023-01-24
106,Priya G.,user106@example.com,East,2022-12-12
107,Amit I.,user107@example.com,West,2024-05-01
108,Amit I.,user108@example.com,West,2023-04-27
109,Raj X.,user109@example.com,East,2024-09-01
110,Priya H.,user110@example.com,West,2024-03-10
111,Raj Y.,user111@example.com,North,2022-09-11
112,Sana A.,user112@example.com,East,2022-09-02
113,Om P.,user113@example.com,West,2023-08-01
114,Sana O.,user114@example.com,West,2024-02-25
115,Priya F.,user115@example.com,East,2024-09-13
116,Asha Y.,user116@example.com,West,2024-09-14
117,Karan D.,user117@example.com,East,2024-08-09
118,Karan S.,user118@example.com,West,2024-09-08
119,Amit M.,user119@example.com,Central,2022-07-23
120,Asha S.,user120@example.com,West,2023-10-05
121,Sana D.,user121@example.com,West,2022-11-05
122,Rhea Z.,user122@example.com,North,2023-08-03
123,Raj L.,user123@example.com,East,2023-11-09
124,Priya C.,user124@example.com,East,2022-12-16
125,Raj N.,user125@example.com,West,2022-04-19
126,Amit L.,user126@example.com,East,2024-04-28
127,Neha W.,user127@example.com,North,2022-06-30
128,Vikram U.,user128@example.com,South,2024-04-07
129,Vikram Y.,user129@example.com,East,2023-03-23
130,Rhea I.,user130@example.com,South,2022-09-09
131,Asha I.,user131@example.com,Central,2022-09-07
132,Neha S.,user132@example.com,East,2023-01-24
133,Priya A.,user133@example.com,East,2022-11-29
134,Om P.,user134@example.com,North,2024-03-27
135,Karan K.,user135@example.com,South,2023-09-03
136,Karan R.,user136@example.com,North,2024-08-28
137,Sana C.,user137@example.com,North,2023-02-21
138,Neha R.,user138@example.com,West,2023-12-09
139,Neha U.,user139@example.com,West,2023-04-04
140,Raj C.,user140@example.com,South,2023-02-19
141,Sana J.,user141@example.com,West,2023-01-13
142,Neha R.,user142@example.com,East,2023-03-12
143,Vikram K.,user143@example.com,South,2023-04-10
144,Karan J.,user144@example.com,South,2022-05-04
145,Sana K.,user145@example.com,North,2023-07-03
146,Om G.,user146@example.com,North,2023-05-11
147,Karan X.,user147@example.com,East,2024-02-18
148,Vikram T.,user148@example.com,South,2022-04-13
149,Sana J.,user149@example.com,North,2022-07-03
150,Karan A.,user150@example.com,West,2022-05-10
151,Karan B.,user151@example.com,Central,2023-07-21
152,Karan W.,user152@example.com,Central,2023-10-16
153,Neha D.,user153@example.com,Central,2023-08-11
154,Karan P.,user154@example.com,East,2022-12-15
155,Om B.,user155@example.com,South,2024-06-01
156,Neha D.,user156@example.com,West,2023-02-15
157,Neha C.,user157@example.com,East,2023-12-04
158,Raj E.,user158@example.com,North,2023-07-31
159,Karan C.,user159@example.com,Central,2022-05-02
160,Vikram Y.,user160@example.com,South,2023-09-03
161,Rhea H.,user161@example.com,West,2023-01-25
162,Neha O.,user162@example.com,South,2023-08-26
163,Amit J.,user163@example.com,East,2022-03-03
164,Rhea X.,user164@example.com,North,2024-02-21
165,Sana U.,user165@example.com,North,2023-11-08
166,Asha F.,user166@example.com,North,2023-07-20
167,Asha F.,user167@example.com,North,2023-04-07
168,Rhea P.,user168@example.com,South,2022-08-26
169,Karan W.,user169@example.com,South,2024-05-30
170,Neha C.,user170@example.com,West,2024-08-04
171,Karan Z.,user171@example.com,West,2023-08-27
172,Sana N.,user172@example.com,North,2022-08-19
173,Om I.,user173@example.com,West,2022-03-15
174,Raj F.,user174@example.com,West,2023-09-02
175,Rhea J.,user175@example.com,South,2023-04-25
176,Karan W.,user176@example.com,South,2022-10-06
177,Vikram R.,user177@example.com,East,2022-03-24
178,Rhea B.,user178@example.com,Central,2024-01-23
179,Priya T.,user179@example.com,South,2022-04-04
180,Sana V.,user180@example.com,West,2023-08-13
181,Rhea A.,user181@example.com,Central,2023-11-20
182,Karan S.,user182@example.com,North,2024-02-14
183,Om P.,user183@example.com,East,2023-03-29
184,Karan F.,user184@example.com,Central,2023-03-23
185,Neha C.,user185@example.com,East,2023-02-23
186,Priya K.,user186@example.com,West,2024-05-28
187,Om K.,user187@example.com,South,2023-05-23
188,Karan V.,user188@example.com,Central,2024-04-13
189,Vikram B.,user189@example.com,East,2022-11-19
190,Karan K.,user190@example.com,North,2024-03-02
191,Amit Q.,user191@example.com,West,2022-01-02
192,Vikram O.,user192@example.com,South,2022-07-12
193,Vikram L.,user193@example.com,East,2023-05-26
194,Neha Y.,user194@example.com,North,2022-10-01
195,Vikram E.,user195@example.com,Central,2023-03-25
196,Neha D.,user196@example.com,North,2023-10-08
197,Rhea Z.,user197@example.com,North,2022-06-12
198,Karan R.,user198@example.com,North,2023-02-22
199,Asha H.,user199@example.com,Central,2024-07-23
200,Asha O.,user200@example.com,Central,2023-10-26
201,Om P.,user201@example.com,Central,2022-10-26
202,Vikram W.,user202@example.com,South,2024-05-04
203,Neha P.,user203@example.com,North,2023-07-19
204,Om M.,user204@example.com,North,2023-09-06
205,Vikram X.,user205@example.com,Central,2024-06-03
206,Asha I.,user206@example.com,West,2024-05-24
207,Amit K.,user207@example.com,Central,2023-06-04
208,Karan A.,user208@example.com,South,2022-11-02
209,Rhea S.,user209@example.com,Central,2023-05-17
210,Om O.,user210@example.com,East,2022-12-20
211,Priya R.,user211@example.com,West,2023-01-22
212,Neha K.,user212@example.com,Central,2023-12-16
213,Sana S.,user213@example.com,South,2024-05-26
214,Amit B.,user214@example.com,South,2023-04-30
215,Amit M.,user215@example.com,Central,2024-03-22
216,Om P.,user216@example.com,Central,2022-05-10
217,Vikram S.,user217@example.com,South,2022-04-13
218,Neha D.,user218@example.com,East,2023-04-13
219,Raj X.,user219@example.com,North,2024-06-10
220,Om C.,user220@example.com,East,2024-09-19
221,Karan K.,user221@example.com,East,2023-02-12
222,Asha K.,user222@example.com,Central,2024-05-29
223,Vikram M.,user223@example.com,Central,2023-10-04
224,Neha R.,user224@example.com,North,2022-03-12
225,Sana U.,user225@example.com,West,2022-10-22
226,Sana X.,user226@example.com,North,2022-04-11
227,Asha O.,user227@example.com,North,2022-11-03
228,Raj B.,user228@example.com,South,2022-02-27
229,Karan L.,user229@example.com,South,2022-05-30
230,Sana Q.,user230@example.com,South,2023-11-30
231,Om F.,user231@example.com,North,2023-09-17
232,Amit T.,user232@example.com,West,2023-05-25
233,Rhea E.,user233@example.com,North,2023-10-16
234,Karan O.,user234@example.com,South,2022-01-10
235,Neha J.,user235@example.com,West,2022-06-11
236,Asha O.,user236@example.com,Central,2023-08-25
237,Karan U.,user237@example.com,Central,2023-12-08
238,Karan O.,user238@example.com,West,2022-07-23
239,Amit P.,user239@example.com,North,2023-01-26
240,Rhea L.,user240@example.com,East,2023-12-18
241,Karan A.,user241@example.com,Central,2023-11-06
242,Amit I.,user242@example.com,North,2024-06-04
243,Raj T.,user243@example.com,West,2024-05-02
244,Karan Y.,user244@example.com,West,2023-09-14
245,Priya H.,user245@example.com,East,2023-09-28
246,Karan V.,user246@example.com,West,2024-02-25
247,Om U.,user247@example.com,North,2023-10-05
248,Raj J.,user248@example.com,West,2022-02-04
249,Rhea L.,user249@example.com,West,2022-04-03
250,Karan K.,user250@example.com,West,2022-06-29
251,Sana E.,user251@example.com,West,2024-06-16
252,Priya Q.,user252@example.com,East,2022-10-07
253,Om I.,user253@example.com,Central,2024-08-24
254,Neha Z.,user254@example.com,South,2024-06-10
255,Priya Z.,user255@example.com,North,2024-09-13
256,Asha E.,user256@example.com,West,2022-08-20
257,Amit Z.,user257@example.com,East,2022-04-03
258,Amit A.,user258@example.com,South,2022-05-07
259,Neha L.,user259@example.com,West,2023-11-20
260,Karan S.,user260@example.com,South,2023-10-16
261,Priya D.,user261@example.com,West,2023-04-28
262,Raj T.,user262@example.com,Central,2023-07-29
263,Priya T.,user263@example.com,North,2022-03-06
264,Neha W.,user264@example.com,South,2023-02-23
265,Asha E.,user265@example.com,North,2022-02-08
266,Karan P.,user266@example.com,North,2022-08-29
267,Vikram E.,user267@example.com,South,2023-01-15
268,Vikram N.,user268@example.com,East,2024-01-15
269,Om N.,user269@example.com,West,2024-05-03
270,Neha T.,user270@example.com,South,2024-09-01
271,Karan B.,user271@example.com,West,2022-08-11
272,Neha O.,user272@example.com,Central,2024-05-25
273,Priya D.,user273@example.com,Central,2023-01-12
274,Vikram U.,user274@example.com,South,2023-02-12
275,Karan G.,user275@example.com,Central,2024-08-29
276,Neha C.,user276@example.com,West,2023-10-20
277,Rhea A.,user277@example.com,North,2022-12-08
278,Sana E.,user278@example.com,West,2022-07-30
279,Asha Y.,user279@example.com,East,2023-08-24
280,Sana H.,user280@example.com,South,2022-06-01
281,Rhea A.,user281@example.com,South,2022-05-29
282,Om R.,user282@example.com,South,2022-06-28
283,Asha V.,user283@example.com,Central,2022-05-15
284,Raj L.,user284@example.com,West,2022-09-01
285,Rhea K.,user285@example.com,North,2022-09-29
286,Raj E.,user286@example.com,West,2023-06-23
287,Asha X.,user287@example.com,North,2023-04-05
288,Priya Q.,user288@example.com,East,2023-04-08
289,Vikram H.,user289@example.com,Central,2022-02-14
290,Vikram J.,user290@example.com,East,2024-09-14
291,Raj B.,user291@example.com,Central,2024-05-17
292,Amit N.,user292@example.com,West,2023-05-18
293,Neha C.,user293@example.com,Central,2022-11-26
294,Rhea E.,user294@example.com,North,2022-10-09
295,Rhea U.,user295@example.com,East,2023-12-31
296,Priya M.,user296@example.com,Central,2023-06-28
297,Karan O.,user297@example.com,East,2023-03-17
298,Asha Z.,user298@example.com,West,2024-05-23
299,Vikram X.,user299@example.com,Central,2023-03-17
300,Neha H.,user300@example.com,South,2024-04-27
